"games.data_inserted","","Game Data has been successfully inserted into the database. To view the results and statistics for this match, you can go to []","Game Data has been successfully inserted into the database. To view the results and statistics for this match, you can go to []"
"games.pledge_request","","Please consider making a small monthly pledge at [] if you enjoyed this game to support our hosting and development costs","Please consider making a small monthly pledge at [] if you enjoyed this game to support our hosting and development costs"
"games.created_public","games.created_public
","You successfully created a **Public []** game with ID #__[]__!\nAnyone in this server can join by typing */join #[]* - cancel using */cancel*","You successfully created a **Public []** game with ID #__[]__!\nAnyone in this server can join by typing */join #[]* - cancel using */cancel*"
"trivia.win_info","","Congrats to [] for winning with **[]** of **[]** points possible!","Congrats to [] for winning with **[]** of **[]** points possible!"
"trivia.prize_info","","They'll receive that amount in gold as a prize!","They'll receive that amount in gold as a prize!"
"trivia.cleaning_up","","Cleaning game up..","Cleaning game up.."
"trivia.three_rounds_left","","There are only **3** rounds left!","There are only **3** rounds left!"
"trivia.embed_title","","Trivia | Question [] of []","Trivia | Question [] of []"
"trivia.points","","**[]** points","**[]** points"
"trivia.correct","","[] guessed the correct answer and got **[]** points!","[] guessed the correct answer and got **[]** points!"
"trivia.no_one_correct","","No one got it right! The correct answer was **[]**","No one got it right! The correct answer was **[]**"
"trivia.scores_embed_title","","Trivia Scores | Round []","Trivia Scores | Round []"
"trivia.no_one_scored","","No one has scored yet!","No one has scored yet!"
"trivia.generating_questions","","I'm generating questions now.. (this shouldn't happen for a while)","I'm generating questions now.. (this shouldn't happen for a while)"
"trivia.generated_questions","","Generated questions","Generated questions"
"trivia.invalid_number_cancel","","Invalid number provided, cancelling setup","Invalid number provided, cancelling setup"
"trivia.how_many_players","","How many players would you like in this game? Type `none` to set the limit as 999 (effectively no limit)","How many players would you like in this game? Type `none` to set the limit as 999 (effectively no limit)"
"trivia.make_public","","Would you like this game to be open to everyone to join?","Would you like this game to be open to everyone to join?"
"lang","","lang","lang",""
"lang.description","","view and change Ardent's language in your server","view and change Ardent's language in your server",""
"module.Information","","Information","Information",""
"module.Fun","","Fun","Fun",""
"module.RPG","","RPG","RPG",""
"module.Administration","","Administration","Administration",""
"module.Ardent","","Ardent","Ardent",""
"module.Games","","Games","Games",""
"module.Music","","Music","Music",""
"lang.current_info","","The current language is set to []. To change this, use */lang language_here*.","The current language is set to []. To change this, use */lang language_here*.",""
"lang.language_list","","Language list","Language list",""
"lang.invalid_lang","","You specified an invalid language! Type */lang* to get a full language list.","You specified an invalid language! Type */lang* to get a full language list.",""
"lang.warning_change","","Are you sure you want to change the language from [] to []? Type `yes` if so, or `no` to cancel","Are you sure you want to change the language from [] to []? Type `yes` if so, or `no` to cancel",""
"lang.updated","","Updated the server language","Updated the server language",""
"lang.cancel_update","","Canceled language update","Canceled language update",""
"playlists.view_this_online","a copy","View this playlist online at []","View this playlist online at []",""
"sender.announce","","**Ardent Announcement**:","**Ardent Announcement**:",""
"calculate","","calculate","calculate",""
"calculate.description","","evaluate expressions fast and simply in Discord - even with variables!","evaluate expressions fast and simply in Discord - even with variables!",""
"calculate.invalid_variable_declaration","","You declared an invalid variable. Format: var = expression","You declared an invalid variable. Format: var = expression",""
"calculate.send","","**Result**: []","**Result**: []",""
"calculate.timeout","","Your calculation timed out after **[]** seconds.","Your calculation timed out after **[]** seconds.",""
"calculate.error","","There was an error when trying to evaluate your expression: **[]**","There was an error when trying to evaluate your expression: **[]**",""
"calculate.help","","The calculator is very simple. After */calculate*, put in your **expression**. For each variable you want to declare that's used in the expression, add a semi-colon (;) followed by `name = value`. For example, */calculate 8a^2 - 4;a = 2b;b=9*. Variables can reference other variables","The calculator is very simple. After */calculate*, put in your **expression**. For each variable you want to declare that's used in the expression, add a semi-colon (;) followed by `name = value`. For example, */calculate 8a^2 - 4;a = 2b;b=9*. Variables can reference other variables",""
